Sample_id	Country	Region	Site	Year	Month	Day	Sample_type	Site_type	Weather_condition	Subfamily	Genus	Species	Functional_group	Sex	Fecal_type	GPS.N.	GPS.E.	GPS_decimal.N.	GPS_decimal.E.	Collected_time	Altitude	Temperature	Humidity...	Elevation	bio1	bio2	bio3	bio4	bio5	bio6	bio7	bio8	bio9	bio10	bio11	bio12	bio13	bio14	bio15	bio16	bio17	bio18	bio19	SG
23Mo7_29_52	23Mo7_29_52	Mongolia	Bulgan_Sanddune_MiniGobi	29	2023	7	9	gut	Grassland	Sunny	Scarabaeinae	Onthophagus	nuchicornis	Tunneller	Unidentified	Horse	47_20_32_98	103_44_35_87	47.342494	103.743297	1520_1630	1250m	35.9	22.3	1250	0.1875	13.45833	26.97061	1388.947	23.9	-26	49.9	16.35	-18.05	16.35	-18.05	248	71	1	113.0591	174	5	174	5	KI(Luvic Kastanozems)
23Mo7_29_53	23Mo7_29_53	Mongolia	Bulgan_Sanddune_MiniGobi	29	2023	7	9	gut	Grassland	Sunny	Scarabaeinae	Onthophagus	nuchicornis	Tunneller	Unidentified	Horse	47_20_32_98	103_44_35_87	47.342494	103.743297	1520_1630	1250m	35.9	22.3	1250	0.1875	13.45833	26.97061	1388.947	23.9	-26	49.9	16.35	-18.05	16.35	-18.05	248	71	1	113.0591	174	5	174	5	KI(Luvic Kastanozems)
23Mo7_29_54	23Mo7_29_54	Mongolia	Bulgan_Sanddune_MiniGobi	29	2023	7	9	gut	Grassland	Sunny	Scarabaeinae	Onthophagus	nuchicornis	Tunneller	Unidentified	Horse	47_20_32_98	103_44_35_87	47.342494	103.743297	1520_1630	1250m	35.9	22.3	1250	0.1875	13.45833	26.97061	1388.947	23.9	-26	49.9	16.35	-18.05	16.35	-18.05	248	71	1	113.0591	174	5	174	5	KI(Luvic Kastanozems)
23Mo7_29_55	23Mo7_29_55	Mongolia	Bulgan_Sanddune_MiniGobi	29	2023	7	9	gut	Grassland	Sunny	Scarabaeinae	Onthophagus	nuchicornis	Tunneller	Unidentified	Horse	47_20_32_98	103_44_35_87	47.342494	103.743297	1520_1630	1250m	35.9	22.3	1250	0.1875	13.45833	26.97061	1388.947	23.9	-26	49.9	16.35	-18.05	16.35	-18.05	248	71	1	113.0591	174	5	174	5	KI(Luvic Kastanozems)
23Mo7_29_56	23Mo7_29_56	Mongolia	Bulgan_Sanddune_MiniGobi	29	2023	7	9	gut	Grassland	Sunny	Scarabaeinae	Onthophagus	nuchicornis	Tunneller	Unidentified	Horse	47_20_32_98	103_44_35_87	47.342494	103.743297	1520_1630	1250m	35.9	22.3	1250	0.1875	13.45833	26.97061	1388.947	23.9	-26	49.9	16.35	-18.05	16.35	-18.05	248	71	1	113.0591	174	5	174	5	KI(Luvic Kastanozems)
23Mo7_29_57	23Mo7_29_57	Mongolia	Bulgan_Sanddune_MiniGobi	29	2023	7	9	gut	Grassland	Sunny	Scarabaeinae	Onthophagus	punctator	Tunneller	Unidentified	Horse	47_20_32_98	103_44_35_87	47.342494	103.743297	1520_1630	1250m	35.9	22.3	1250	0.1875	13.45833	26.97061	1388.947	23.9	-26	49.9	16.35	-18.05	16.35	-18.05	248	71	1	113.0591	174	5	174	5	KI(Luvic Kastanozems)
23Mo7_29_58	23Mo7_29_58	Mongolia	Bulgan_Sanddune_MiniGobi	29	2023	7	9	gut	Grassland	Sunny	Scarabaeinae	Onthophagus	punctator	Tunneller	Unidentified	Horse	47_20_32_98	103_44_35_87	47.342494	103.743297	1520_1630	1250m	35.9	22.3	1250	0.1875	13.45833	26.97061	1388.947	23.9	-26	49.9	16.35	-18.05	16.35	-18.05	248	71	1	113.0591	174	5	174	5	KI(Luvic Kastanozems)
23Mo7_29_59	23Mo7_29_59	Mongolia	Bulgan_Sanddune_MiniGobi	29	2023	7	9	gut	Grassland	Sunny	Scarabaeinae	Onthophagus	punctator	Tunneller	Unidentified	Horse	47_20_32_98	103_44_35_87	47.342494	103.743297	1520_1630	1250m	35.9	22.3	1250	0.1875	13.45833	26.97061	1388.947	23.9	-26	49.9	16.35	-18.05	16.35	-18.05	248	71	1	113.0591	174	5	174	5	KI(Luvic Kastanozems)
23Mo7_29_60	23Mo7_29_60	Mongolia	Bulgan_Sanddune_MiniGobi	29	2023	7	9	gut	Grassland	Sunny	Scarabaeinae	Onthophagus	punctator	Tunneller	Unidentified	Horse	47_20_32_98	103_44_35_87	47.342494	103.743297	1520_1630	1250m	35.9	22.3	1250	0.1875	13.45833	26.97061	1388.947	23.9	-26	49.9	16.35	-18.05	16.35	-18.05	248	71	1	113.0591	174	5	174	5	KI(Luvic Kastanozems)
23Mo7_29_61	23Mo7_29_61	Mongolia	Bulgan_Sanddune_MiniGobi	29	2023	7	9	gut	Grassland	Sunny	Aphodiinae	Colobopterus	erraticus	Dweller	Unidentified	Horse	47_20_32_98	103_44_35_87	47.342494	103.743297	1520_1630	1250m	35.9	22.3	1250	0.1875	13.45833	26.97061	1388.947	23.9	-26	49.9	16.35	-18.05	16.35	-18.05	248	71	1	113.0591	174	5	174	5	KI(Luvic Kastanozems)
23Mo7_29_62	23Mo7_29_62	Mongolia	Bulgan_Sanddune_MiniGobi	29	2023	7	9	gut	Grassland	Sunny	Aphodiinae	Colobopterus	erraticus	Dweller	Unidentified	Horse	47_20_32_98	103_44_35_87	47.342494	103.743297	1520_1630	1250m	35.9	22.3	1250	0.1875	13.45833	26.97061	1388.947	23.9	-26	49.9	16.35	-18.05	16.35	-18.05	248	71	1	113.0591	174	5	174	5	KI(Luvic Kastanozems)
23Mo7_29_63	23Mo7_29_63	Mongolia	Bulgan_Sanddune_MiniGobi	29	2023	7	9	gut	Grassland	Sunny	Aphodiinae	Colobopterus	erraticus	Dweller	Unidentified	Horse	47_20_32_98	103_44_35_87	47.342494	103.743297	1520_1630	1250m	35.9	22.3	1250	0.1875	13.45833	26.97061	1388.947	23.9	-26	49.9	16.35	-18.05	16.35	-18.05	248	71	1	113.0591	174	5	174	5	KI(Luvic Kastanozems)
23Mo7_29_64	23Mo7_29_64	Mongolia	Bulgan_Sanddune_MiniGobi	29	2023	7	9	gut	Grassland	Sunny	Aphodiinae	Colobopterus	erraticus	Dweller	Unidentified	Horse	47_20_32_98	103_44_35_87	47.342494	103.743297	1520_1630	1250m	35.9	22.3	1250	0.1875	13.45833	26.97061	1388.947	23.9	-26	49.9	16.35	-18.05	16.35	-18.05	248	71	1	113.0591	174	5	174	5	KI(Luvic Kastanozems)
23Mo7_29_65	23Mo7_29_65	Mongolia	Bulgan_Sanddune_MiniGobi	29	2023	7	9	gut	Grassland	Sunny	Aphodiinae	Colobopterus	erraticus	Dweller	Unidentified	Horse	47_20_32_98	103_44_35_87	47.342494	103.743297	1520_1630	1250m	35.9	22.3	1250	0.1875	13.45833	26.97061	1388.947	23.9	-26	49.9	16.35	-18.05	16.35	-18.05	248	71	1	113.0591	174	5	174	5	KI(Luvic Kastanozems)
23Mo7_29_66	23Mo7_29_66	Mongolia	Bulgan_Sanddune_MiniGobi	29	2023	7	9	gut	Grassland	Sunny	Aphodiinae	Colobopterus	erraticus	Dweller	Unidentified	Horse	47_20_32_98	103_44_35_87	47.342494	103.743297	1520_1630	1250m	35.9	22.3	1250	0.1875	13.45833	26.97061	1388.947	23.9	-26	49.9	16.35	-18.05	16.35	-18.05	248	71	1	113.0591	174	5	174	5	KI(Luvic Kastanozems)
23Mo7_29_67	23Mo7_29_67	Mongolia	Bulgan_Sanddune_MiniGobi	29	2023	7	9	gut	Grassland	Sunny	Aphodiinae	Colobopterus	erraticus	Dweller	Unidentified	Horse	47_20_32_98	103_44_35_87	47.342494	103.743297	1520_1630	1250m	35.9	22.3	1250	0.1875	13.45833	26.97061	1388.947	23.9	-26	49.9	16.35	-18.05	16.35	-18.05	248	71	1	113.0591	174	5	174	5	KI(Luvic Kastanozems)
23Mo7_29_68	23Mo7_29_68	Mongolia	Bulgan_Sanddune_MiniGobi	29	2023	7	9	gut	Grassland	Sunny	Aphodiinae	Colobopterus	erraticus	Dweller	Unidentified	Horse	47_20_32_98	103_44_35_87	47.342494	103.743297	1520_1630	1250m	35.9	22.3	1250	0.1875	13.45833	26.97061	1388.947	23.9	-26	49.9	16.35	-18.05	16.35	-18.05	248	71	1	113.0591	174	5	174	5	KI(Luvic Kastanozems)
Log	Log	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
Linear	Linear	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
Copris1	Copris1	RepublicofKorea	JejuSeogwipo	7	2023	7	20	gut	Grassland	Cloudy_(50%)	Scarabaeinae	Copris	ochus	Roller	Unidentified	Cow	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
Copris2	Copris2	RepublicofKorea	JejuSeogwipo	7	2023	7	20	gut	Grassland	Cloudy_(50%)	Scarabaeinae	Copris	ochus	Roller	Unidentified	Cow	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
Copris3	Copris3	RepublicofKorea	JejuSeogwipo	7	2023	7	20	gut	Grassland	Cloudy_(50%)	Scarabaeinae	Copris	ochus	Roller	Unidentified	Cow	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
Copris4	Copris4	RepublicofKorea	JejuSeogwipo	7	2023	7	20	gut	Grassland	Cloudy_(50%)	Scarabaeinae	Copris	ochus	Roller	Unidentified	Cow	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
Sand1	Sand1	RepublicofKorea	JejuHamduck	30	2023	7	21	gut	Sanddune	Cloudy_(50%)	Aphodiinae	Trichiorhyssemus	asperulus	Dweller	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
Sand2	Sand2	RepublicofKorea	JejuHamduck	30	2023	7	21	gut	Sanddune	Cloudy_(50%)	Aphodiinae	Trichiorhyssemus	asperulus	Dweller	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
Sand3	Sand3	RepublicofKorea	JejuHamduck	30	2023	7	21	gut	Sanddune	Cloudy_(50%)	Aphodiinae	Trichiorhyssemus	asperulus	Dweller	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
Unknown1	Unknown1	RepublicofKorea	JejuSeogwipo	7	2023	7	20	gut	Grassland	Cloudy_(50%)	Scarabaeinae	Onthophagus	lenzii	Tunneller	Unidentified	Cow	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
Unknown2	Unknown2	RepublicofKorea	JejuSeogwipo	7	2023	7	20	gut	Grassland	Cloudy_(50%)	Scarabaeinae	Onthophagus	lenzii	Tunneller	Unidentified	Cow	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
Unknown3	Unknown3	RepublicofKorea	JejuSeogwipo	7	2023	7	20	gut	Grassland	Cloudy_(50%)	Scarabaeinae	Onthophagus	lenzii	Tunneller	Unidentified	Cow	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified
